#time     rbondvec_in_meters                                          rbond_magnitude               rbond_unit_vector
4900      [1.1928482e-10,4.095192e-11,6.0359955e-12]                  1.2626307e-10                 [0.9447324,0.32433805,0.04780492]
5000      [1.0389061e-10,5.798607e-11,-1.1075211e-11]                 1.1949186e-10                 [0.86943674,0.48527214,-0.0926859]
5100      [1.03245926e-10,6.01635e-11,-1.9887543e-11]                 1.2113993e-10                 [0.85228646,0.49664465,-0.16417]
5200      [1.0932388e-10,5.7603457e-11,-5.0437926e-12]                1.2367421e-10                 [0.8839667,0.46576774,-0.0407829]
5300      [1.08513455e-10,5.999527e-11,9.06868e-12]                   1.2432555e-10                 [0.87281704,0.4825659,0.07294301]
5400      [1.1356621e-10,3.860817e-11,1.3174439e-11]                  1.2067079e-10                 [0.94112426,0.31994626,0.1091767]
5500      [1.0663261e-10,5.5596923e-11,9.951401e-12]                  1.2066716e-10                 [0.8836921,0.4607461,0.082469836]
5600      [1.0597535e-10,6.370392e-11,-5.368805e-12]                  1.2376505e-10                 [0.85626227,0.5147165,-0.043379005]
5700      [1.0539894e-10,6.097641e-11,1.7279435e-11]                  1.2298633e-10                 [0.8569972,0.4957983,0.14049883]
5800      [1.09144214e-10,4.722786e-11,1.4772416e-11]                 1.1983803e-10                 [0.91076446,0.39409745,0.12326985]
5900      [1.1604767e-10,4.3781662e-11,5.64003e-12]                   1.2416e-10                    [0.9346623,0.35262293,0.0454255]
6000      [1.13043595e-10,5.0798036e-11,1.4965057e-12]                1.2394166e-10                 [0.912071,0.4098544,0.012074275]
6100      [1.0690308e-10,5.964508e-11,-2.5405885e-13]                 1.2241679e-10                 [0.8732714,0.4872296,-0.0020753595]
6200      [1.02600865e-10,6.553726e-11,-1.7333222e-11]                1.2297362e-10                 [0.83433235,0.5329376,-0.14095074]
6300      [8.5426714e-11,8.436203e-11,-4.0565874e-11]                 1.267291e-10                  [0.6740892,0.6656879,-0.32009912]
6400      [1.1001396e-10,5.8308795e-11,-1.1624146e-11]                1.2505243e-10                 [0.87974274,0.4662748,-0.09295418]
6500      [1.0578747e-10,6.01593e-11,-9.90982e-12]                    1.2209969e-10                 [0.86640245,0.49270642,-0.081161715]
6600      [9.024849e-11,7.8582384e-11,-2.02446e-11]                   1.2136649e-10                 [0.74360305,0.6474801,-0.16680552]
6700      [1.1831017e-10,2.6595308e-11,1.7100906e-11]                 1.2246243e-10                 [0.9660936,0.21717116,0.13964206]
6800      [1.0680161e-10,6.0505295e-11,-1.3156891e-12]                1.227567e-10                  [0.87002677,0.49288794,-0.01071786]
6900      [1.0895424e-10,4.9675753e-11,2.752304e-12]                  1.1977597e-10                 [0.90965027,0.4147389,0.022978768]
7000      [1.04265215e-10,6.966591e-11,-7.237244e-12]                 1.2560633e-10                 [0.83009523,0.55463696,-0.057618465]
7100      [1.1991597e-10,2.1995926e-11,-8.2706455e-12]                1.2219682e-10                 [0.98133457,0.18000408,-0.06768298]
7200      [1.189888e-10,1.8590164e-11,6.298828e-12]                   1.2059687e-10                 [0.9866658,0.1541513,0.052230448]
7300      [1.0336075e-10,5.905571e-11,-1.723671e-11]                  1.2028352e-10                 [0.8593093,0.49097094,-0.14330068]
7400      [1.1684494e-10,3.6819076e-11,1.784401e-11]                  1.2380143e-10                 [0.9438093,0.2974043,0.14413412]
7500      [1.0702667e-10,6.414757e-11,-1.1869431e-11]                 1.2534154e-10                 [0.8538803,0.51178217,-0.0946967]
7600      [1.12856294e-10,5.303383e-11,-7.762146e-12]                 1.249375e-10                  [0.90330195,0.42448288,-0.06212823]
7700      [1.1397514e-10,5.1573183e-11,8.388901e-12]                  1.2538141e-10                 [0.9090274,0.41133037,0.06690705]
7800      [1.183014e-10,2.126732e-11,7.403946e-12]                    1.2042566e-10                 [0.9823604,0.17660123,0.061481472]
7900      [1.1235562e-10,5.1481628e-11,-1.1393357e-11]                1.2411265e-10                 [0.9052713,0.41479757,-0.091798514]
8000      [1.0763855e-10,6.1778645e-11,-8.967209e-12]                 1.2443098e-10                 [0.86504626,0.49648926,-0.072065726]
8100      [1.19001e-10,2.5504685e-11,8.832932e-12]                    1.2202356e-10                 [0.97522974,0.20901443,0.0723871]
8200      [1.0467377e-10,6.305275e-11,-1.989479e-11]                  1.2380649e-10                 [0.8454627,0.5092847,-0.16069263]
8300      [1.07886505e-10,6.0453795e-11,-2.5531769e-12]               1.2369591e-10                 [0.8721913,0.48872912,-0.020640753]
8400      [8.6530304e-11,8.169632e-11,1.837883e-11]                   1.2041414e-10                 [0.7186059,0.67846125,0.15263017]
8500      [8.785667e-11,8.617058e-11,4.230118e-12]                    1.2313431e-10                 [0.7135028,0.6998097,0.034353692]
8600      [1.1351242e-10,4.4309997e-11,2.316208e-11]                  1.2403599e-10                 [0.91515714,0.35723498,0.18673676]
8700      [1.1084595e-10,3.8607405e-11,-1.2174607e-11]                1.1800669e-10                 [0.93931925,0.32716286,-0.103168786]
8800      [1.0512123e-10,6.308212e-11,-1.3422775e-11]                 1.2332882e-10                 [0.8523655,0.5114954,-0.10883729]
8900      [1.06593324e-10,5.900345e-11,-4.0355683e-12]                1.219009e-10                  [0.874426,0.48402798,-0.033105318]
9000      [1.1304207e-10,4.5658494e-11,-7.325745e-12]                 1.2213466e-10                 [0.9255527,0.37383732,-0.059980884]
9100      [9.142685e-11,8.3559035e-11,-1.4807893e-11]                 1.2474075e-10                 [0.73293495,0.6698616,-0.11870935]
9200      [1.1212273e-10,4.810028e-11,-1.5189362e-11]                 1.2294657e-10                 [0.91196305,0.39122915,-0.12354442]
9300      [9.518509e-11,7.960396e-11,8.208847e-12]                    1.2435585e-10                 [0.76542515,0.64013046,0.066010945]
9400      [1.1802902e-10,3.1204987e-11,-1.6906738e-11]                1.232495e-10                  [0.95764303,0.2531855,-0.1371749]
9500      [8.8696675e-11,8.119736e-11,-2.7407075e-11]                 1.2333393e-10                 [0.71915877,0.6583538,-0.22221845]
9600      [1.1121712e-10,4.83284e-11,-1.7149735e-11]                  1.2247038e-10                 [0.90811443,0.39461297,-0.1400317]
9700      [1.1788406e-10,3.2359313e-11,-1.2694169e-11]                1.2290208e-10                 [0.95917064,0.26329345,-0.103286855]
9800      [1.1200752e-10,5.2935028e-11,-1.1761856e-11]                1.2444333e-10                 [0.9000685,0.42537457,-0.09451576]
9900      [1.1109238e-10,5.114365e-11,-1.6099167e-11]                 1.2335466e-10                 [0.9005933,0.41460654,-0.13051122]
10000     [1.07343676e-10,5.3961564e-11,-2.6777268e-11]               1.2309158e-10                 [0.8720635,0.43838552,-0.2175394]
